CourseOfferingID,CourseID,EmployeeID,TermID,RoomID,CRN,ActualCredits,MaxEnrollment,Section,MeetingDays,MeetingTime
377,375,91,75,88,27365,3,25,1,T Th   ,9:25 AM - 10:40 AM
378,375,91,86,88,27450,3,25,1,T Th   ,9:50 AM - 11:05 AM
379,375,91,8,19,52307,3,35,B01,M W    ,1:55 PM - 3:10 PM
380,375,91,8,88,52305,3,35,1,T Th   ,3:05 PM - 4:20 PM
381,375,91,19,57,50362,3,25,B01,M W    ,1:55 PM - 3:10 PM
382,375,91,19,88,50360,3,25,1,T Th   ,3:05 PM - 4:20 PM
383,375,91,29,19,54416,3,25,B01,M W    ,12:00 PM - 1:15 PM
384,375,91,29,88,54417,3,25,1,T Th   ,3:05 PM - 4:20 PM
385,375,91,39,19,53419,3,25,B01,M W    ,12:00 PM - 1:15 PM
386,375,91,39,88,53421,3,35,1,T Th   ,3:05 PM - 4:20 PM
387,375,91,49,19,55979,3,25,B01,M W    ,1:30 PM - 2:45 PM
388,375,91,49,87,55980,3,25,1,T Th   ,12:15 PM - 1:30 PM
389,375,91,60,94,54496,3,25,WS1,T Th   ,12:15 PM - 1:30 PM
390,375,91,60,94,54497,3,25,WS2,M W    ,1:30 PM - 2:45 PM
391,375,91,69,57,58666,3,25,B01,M W    ,12:00 PM - 1:15 PM
392,375,91,69,81,56024,3,25,1,T Th   ,12:15 PM - 1:30 PM
393,375,91,78,57,55294,3,25,B01,M W    ,10:00 AM - 11:15 AM
394,375,91,78,88,55293,3,25,1,M W    ,3:30 PM - 4:45 PM
395,375,91,89,57,56231,3,25,B01,M W    ,10:00 AM - 11:15 AM
396,375,91,89,88,56229,3,25,1,M W    ,3:30 PM - 4:45 PM
397,365,308,5,25,28332,3,10,B01,F  ,9:30 AM - 12:00 PM
398,365,308,15,25,25077,3,10,BX1,F  ,9:00 AM - 11:30 AM
399,369,91,15,87,25076,3,25,1,T Th   ,9:25 AM - 10:40 AM
400,369,91,45,94,32037,3,25,B01,M W    ,10:00 AM - 11:15 AM
401,369,91,75,57,27366,3,25,B01,M W    ,12:00 PM - 1:15 PM
402,369,91,8,88,52306,3,35,1,T Th   ,9:25 AM - 10:40 AM
403,369,91,39,88,53422,3,35,1,T Th   ,9:25 AM - 10:40 AM
404,369,91,69,15,56026,3,25,B01,M W    ,10:00 AM - 11:15 AM
405,354,91,1,88,22011,3,35,1,T Th   ,9:25 AM - 10:40 AM
406,354,91,25,88,25918,3,25,1,T Th   ,9:25 AM - 10:40 AM
407,354,91,56,57,26675,3,25,B01,M W    ,10:00 AM - 11:15 AM
408,354,91,56,94,30226,3,4,01W,NULL,NULL
409,354,91,86,57,27451,3,25,B01,M W    ,11:15 AM - 12:30 PM
410,354,91,19,88,54507,3,25,1,T Th   ,9:25 AM - 10:40 AM
411,354,91,49,19,55981,3,25,B01,M W    ,10:00 AM - 11:15 AM
412,354,91,78,57,55295,3,25,B01,M W    ,12:15 PM - 1:30 PM
413,361,91,5,88,25411,3,25,1,T Th   ,9:25 AM - 10:40 AM
414,361,91,34,19,28738,3,25,B01,M W    ,10:00 AM - 11:15 AM
415,361,91,66,57,28990,3,25,B01,M W    ,10:00 AM - 11:15 AM
416,361,91,66,57,31662,3,0,CH1,M W    ,10:00 AM - 11:15 AM
417,361,91,29,88,57391,3,25,1,T Th   ,9:25 AM - 10:40 AM
418,361,91,60,94,54498,3,25,WS1,M W    ,10:00 AM - 11:15 AM
419,361,91,89,57,56235,3,25,B01,M W    ,12:00 PM - 1:15 PM
420,419,91,60,94,59847,3,1,01I,NULL,NULL
421,419,91,69,94,60398,3,1,1,NULL,NULL
422,419,91,90,NULL,59863,3,1,1,NULL,NULL
423,920,9,56,13,30432,3,7,B02,T Th   ,12:15 PM - 2:30 PM
424,920,9,56,33,30433,3,6,B03,M W    ,4:00 PM - 6:15 PM
425,920,9,66,13,29041,3,7,B10,T Th   ,9:25 AM - 11:40 AM
426,920,9,66,33,29047,3,6,B11,M W    ,2:00 PM - 4:15 PM
427,920,9,75,13,27305,3,5,B20,M W    ,9:00 AM - 11:15 AM
428,920,9,75,33,27341,3,5,B21,T Th   ,10:25 AM - 12:40 PM
429,920,9,86,13,27454,3,12,B02,T Th   ,2:05 PM - 4:20 PM
430,920,9,86,33,27452,3,12,B01,T Th   ,9:50 AM - 12:05 PM
431,920,9,69,13,57857,3,5,B01,T Th   ,9:25 AM - 11:40 AM
432,920,9,69,33,57860,3,7,B02,M W    ,2:00 PM - 4:15 PM
433,920,9,69,54,60343,3,5,B07,F  ,1:30 PM - 6:00 PM
434,920,9,78,13,56950,3,5,B01,M W    ,2:00 PM - 4:15 PM
435,920,9,78,33,56959,3,5,B02,M W    ,4:30 PM - 6:45 PM
436,920,9,89,13,56236,3,8,B11,M W    ,9:00 AM - 11:15 AM
437,920,9,89,33,56282,3,8,B17,T Th   ,9:00 AM - 11:15 AM
438,920,482,69,54,60343,3,5,B07,F  ,1:30 PM - 6:00 PM
439,833,9,46,94,32029,3,16,WMB,T Th   ,12:15 PM - 2:45 PM
440,833,9,47,90,55988,3,18,04A,T Th   ,8:00 AM - 10:30 AM
441,833,9,47,90,55990,3,18,05A,T Th   ,12:15 PM - 2:45 PM
442,833,66,5,90,19878,3,15,1,T Th   ,12:15 PM - 1:30 PM
443,833,66,5,90,24034,3,15,2,T Th   ,1:40 PM - 2:55 PM
444,833,66,6,90,19867,3,15,84,T Th   ,9:25 AM - 12:10 PM
445,833,66,8,90,53095,3,15,2,F  ,12:15 PM - 2:45 PM
446,833,66,7,90,53093,3,15,84,T Th   ,9:30 AM - 12:10 PM
447,833,66,19,90,51009,3,15,1,T Th   ,12:15 PM - 1:30 PM
448,833,66,19,90,51010,3,15,4,T Th   ,1:40 PM - 2:55 PM
449,833,149,87,89,27457,3,16,02A,M W    ,11:15 AM - 1:45 PM
450,833,149,87,89,27459,3,16,03A,M W    ,2:05 PM - 4:35 PM
451,833,149,85,89,27458,3,16,02B,M W    ,11:15 AM - 1:45 PM
452,833,149,85,89,27460,3,16,03B,M W    ,2:05 PM - 4:35 PM
453,833,149,20,90,76530,3,15,41,MTWTh   ,10:30 AM - 12:45 PM
454,833,223,15,90,25112,3,15,1,M W    ,9:00 AM - 10:15 AM
455,833,223,16,90,29442,3,15,86,M W    ,3:30 PM - 6:00 PM
456,833,234,1,90,28475,3,15,2,T Th   ,1:45 PM - 3:00 PM
457,833,250,3,90,21531,3,15,81,M W    ,9:00 AM - 11:55 AM
458,833,250,3,90,21540,3,15,85,M W    ,12:15 PM - 3:00 PM
459,833,250,2,90,21532,3,15,82,M W    ,9:00 AM - 11:55 AM
460,833,250,5,90,22623,3,15,3,F  ,9:30 AM - 12:55 PM
461,833,250,4,90,19863,3,15,85,M W    ,12:30 PM - 3:15 PM
462,833,250,14,90,25110,3,15,81,M W    ,12:00 PM - 2:45 PM
463,833,250,16,90,25111,3,15,82,M W    ,12:00 PM - 2:45 PM
464,833,250,26,90,25890,3,18,81,M W    ,12:00 PM - 2:45 PM
465,833,250,26,90,25895,3,18,3,M W    ,3:30 PM - 6:15 PM
466,833,250,24,90,25899,3,18,82,M W    ,12:00 PM - 2:45 PM
467,833,250,24,90,25901,3,18,84,M W    ,3:30 PM - 6:15 PM
468,833,250,36,90,26843,3,18,01A,M W    ,12:00 PM - 2:45 PM
469,833,250,36,90,26845,3,18,02A,M W    ,3:30 PM - 6:15 PM
470,833,250,35,90,26844,3,18,01B,M W    ,12:00 PM - 2:45 PM
471,833,250,35,90,26846,3,18,02B,M W    ,3:30 PM - 6:15 PM
472,833,250,45,90,25546,3,16,1,F  ,12:00 PM - 2:30 PM
473,833,250,44,90,25566,3,16,01A,M W    ,12:00 PM - 2:40 PM
474,833,250,44,90,25577,3,16,02A,M W    ,3:30 PM - 6:10 PM
475,833,250,46,90,25567,3,16,01B,M W    ,12:00 PM - 2:30 PM
476,833,250,46,90,25581,3,16,02B,M W    ,3:30 PM - 6:00 PM
477,833,250,56,90,27053,3,16,8,F  ,1:30 PM - 4:00 PM
478,833,250,57,90,27045,3,16,1,M W    ,12:00 PM - 2:30 PM
479,833,250,57,90,27046,3,16,2,M W    ,4:00 PM - 6:30 PM
480,833,250,57,90,27048,3,16,4,T Th   ,12:15 PM - 2:45 PM
481,833,250,54,90,27049,3,16,5,M W    ,4:00 PM - 6:30 PM
482,833,250,54,90,27051,3,16,7,T Th   ,12:15 PM - 2:45 PM
483,833,250,65,89,29068,3,16,01A,M W    ,12:00 PM - 2:30 PM
484,833,250,65,89,29069,3,16,02A,M W    ,4:00 PM - 6:30 PM
485,833,250,67,89,29070,3,16,01B,M W    ,12:00 PM - 2:30 PM
486,833,250,67,89,29072,3,16,02B,M W    ,4:00 PM - 6:30 PM
487,833,250,76,89,27368,3,16,01A,M W    ,12:00 PM - 2:30 PM
488,833,250,76,89,27374,3,16,02A,M W    ,4:00 PM - 6:30 PM
489,833,250,77,89,27369,3,16,01B,M W    ,12:00 PM - 2:30 PM
490,833,250,77,89,27377,3,16,02B,M W    ,4:00 PM - 6:30 PM
491,833,250,9,90,53080,3,15,81,M W    ,9:30 AM - 12:00 PM
492,833,250,7,90,53088,3,15,82,M W    ,9:30 AM - 12:10 PM
493,833,250,7,90,53089,3,15,83,M W    ,12:30 PM - 3:10 PM
494,833,250,19,90,51018,3,15,6,F  ,9:30 AM - 12:55 PM
495,833,250,17,90,51024,3,15,83,M W    ,12:30 PM - 3:15 PM
496,833,250,27,90,56422,3,15,81,M W    ,12:00 PM - 2:45 PM
497,833,250,28,90,56426,3,15,82,M W    ,12:00 PM - 2:45 PM
498,833,250,28,90,56430,3,15,84,M W    ,3:30 PM - 6:00 PM
499,833,250,28,90,56433,3,15,86,T Th   ,3:05 PM - 5:35 PM
500,833,250,37,90,53447,3,18,81,M W    ,12:00 PM - 2:30 PM
501,833,250,37,90,53448,3,18,83,M W    ,3:30 PM - 6:00 PM
502,833,250,38,90,53449,3,18,82,M W    ,12:00 PM - 2:30 PM
503,833,250,38,90,53450,3,18,84,M W    ,3:30 PM - 6:00 PM
504,833,250,38,90,53451,3,18,86,T Th   ,3:05 PM - 5:45 PM
505,833,250,49,90,57308,3,18,1,F  ,12:00 PM - 3:00 PM
506,833,250,47,90,55982,3,18,01A,M W    ,12:00 PM - 2:30 PM
507,833,250,47,90,55984,3,18,02A,M W    ,3:30 PM - 6:00 PM
508,833,250,48,NULL,55983,3,16,01B,M W    ,12:00 PM - 2:30 PM
509,833,250,58,90,54512,3,15,01A,M W    ,12:00 PM - 2:30 PM
510,833,250,59,90,54515,3,15,02B,M W    ,3:30 PM - 6:00 PM
511,833,250,59,90,54519,3,15,04B,T Th   ,12:15 PM - 2:45 PM
512,833,250,69,89,56031,3,16,1,F  ,1:30 PM - 4:00 PM
513,833,250,68,89,56032,3,16,01A,M W    ,12:00 PM - 2:30 PM
514,833,250,70,89,56037,3,16,01B,M W    ,12:00 PM - 2:30 PM
515,833,250,80,89,56964,3,16,01A,M W    ,12:00 PM - 2:30 PM
516,833,250,80,89,56984,3,16,02A,M W    ,4:00 PM - 6:30 PM
517,833,250,79,89,56983,3,16,01B,M W    ,12:00 PM - 2:30 PM
518,833,250,79,89,56985,3,16,02B,M W    ,4:00 PM - 6:30 PM
519,833,250,88,89,56251,3,16,01A,M W    ,12:00 PM - 2:30 PM
520,833,250,88,89,56254,3,16,02A,M W    ,4:00 PM - 6:30 PM
521,833,250,90,89,56252,3,16,01B,M W    ,12:00 PM - 2:30 PM
522,833,250,90,89,56255,3,16,02B,M W    ,4:00 PM - 6:30 PM
523,833,250,12,90,71400,3,15,41,MTWTh   ,10:30 AM - 12:45 PM
524,833,256,1,90,21563,3,15,1,T Th   ,12:15 PM - 1:30 PM
525,833,256,3,90,21546,3,15,83,T Th   ,9:25 AM - 12:10 PM
526,833,256,2,90,21547,3,15,84,T Th   ,9:25 AM - 12:10 PM
527,833,256,4,90,19866,3,15,83,T Th   ,9:25 AM - 12:10 PM
528,833,256,8,90,53648,3,15,3,T Th   ,1:40 PM - 2:55 PM
529,833,256,9,90,57010,3,15,85,T Th   ,9:30 AM - 12:00 PM
530,833,256,19,90,51017,3,15,5,M W    ,9:30 AM - 10:45 AM
531,833,297,4,90,19855,3,15,81,M W    ,9:30 AM - 12:25 PM
532,833,297,6,90,19856,3,15,82,M W    ,9:30 AM - 12:25 PM
533,833,297,15,90,25115,3,15,2,F  ,9:00 AM - 12:25 PM
534,833,297,14,90,25113,3,15,83,T Th   ,8:00 AM - 10:40 AM
535,833,297,16,90,25114,3,15,84,T Th   ,8:00 AM - 10:40 AM
536,833,297,16,90,25117,3,15,88,T Th   ,12:15 PM - 2:55 PM
537,833,297,26,90,25906,3,18,85,T Th   ,8:00 AM - 10:40 AM
538,833,297,26,90,25908,3,18,87,T Th   ,12:15 PM - 2:55 PM
539,833,297,24,90,25910,3,18,86,T Th   ,8:00 AM - 10:40 AM
540,833,297,24,90,25912,3,18,88,T Th   ,12:15 PM - 2:55 PM
541,833,297,34,90,30762,3,18,1,T Th   ,3:05 PM - 4:20 PM
542,833,297,36,90,26847,3,18,03A,T Th   ,8:00 AM - 10:40 AM
543,833,297,36,90,26848,3,18,04A,T Th   ,12:15 PM - 2:55 PM
544,833,297,35,90,26849,3,18,03B,T Th   ,8:00 AM - 10:40 AM
545,833,297,35,90,26850,3,18,04B,T Th   ,12:15 PM - 2:55 PM
546,833,297,44,90,25585,3,16,03A,T Th   ,3:05 PM - 5:45 PM
547,833,297,44,90,25588,3,16,04A,T Th   ,8:00 AM - 10:40 AM
548,833,297,44,90,25598,3,16,05A,T Th   ,12:15 PM - 2:55 PM
549,833,297,46,90,25592,3,16,04B,T Th   ,8:00 AM - 10:30 AM
550,833,297,57,90,27047,3,16,3,T Th   ,8:00 AM - 10:30 AM
551,833,297,54,90,27050,3,16,6,T Th   ,8:00 AM - 10:30 AM
552,833,297,65,89,29111,3,15,03A,T Th   ,8:00 AM - 10:30 AM
553,833,297,67,89,29112,3,16,03B,T Th   ,8:00 AM - 10:30 AM
554,833,297,76,89,27380,3,16,03A,T Th   ,8:00 AM - 10:30 AM
555,833,297,77,89,27381,3,16,03B,T Th   ,8:00 AM - 10:30 AM
556,833,297,87,89,27455,3,16,O1A,T Th   ,8:15 AM - 10:45 AM
557,833,297,85,89,27456,3,16,01B,T Th   ,8:15 AM - 10:45 AM
558,833,297,17,90,51022,3,15,81,T Th   ,8:00 AM - 10:55 AM
559,833,297,18,90,51496,3,15,82,T Th   ,8:00 AM - 10:55 AM
560,833,297,27,90,56435,3,15,83,T Th   ,8:00 AM - 10:40 AM
561,833,297,27,90,56445,3,15,85,T Th   ,12:15 PM - 2:55 PM
562,833,297,28,90,56448,3,15,88,T Th   ,8:00 AM - 10:40 AM
563,833,297,28,90,56453,3,15,80,T Th   ,12:15 PM - 2:55 PM
564,833,297,37,90,53452,3,18,85,T Th   ,8:00 AM - 10:40 AM
565,833,297,37,90,53453,3,18,87,T Th   ,12:15 PM - 2:55 PM
566,833,297,38,90,53456,3,0,88,T Th   ,8:00 AM - 10:40 AM
567,833,297,38,90,53457,3,18,80,T Th   ,12:15 PM - 2:55 PM
568,833,297,48,NULL,55989,3,16,04B,T Th   ,8:00 AM - 10:30 AM
569,833,297,48,NULL,55991,3,16,05B,T Th   ,12:15 PM - 2:45 PM
570,833,297,58,90,54518,3,15,04A,T Th   ,12:15 PM - 2:45 PM
571,833,297,68,89,56035,3,16,03A,T Th   ,8:00 AM - 10:30 AM
572,833,297,70,89,56038,3,16,02B,T Th   ,8:00 AM - 10:30 AM
573,833,297,80,89,56986,3,16,03A,T Th   ,8:00 AM - 10:30 AM
574,833,297,79,89,56987,3,16,03B,T Th   ,8:00 AM - 10:30 AM
575,833,297,88,89,56257,3,16,03A,T Th   ,8:00 AM - 10:30 AM
576,833,297,90,89,56260,3,16,03B,T Th   ,8:00 AM - 10:30 AM
577,833,308,1,90,26352,3,15,3,F  ,9:30 AM - 12:55 PM
578,833,308,8,90,53079,3,15,1,F  ,9:30 AM - 12:00 PM
579,833,448,66,89,29108,3,15,1,F  ,1:30 PM - 4:00 PM
580,530,396,25,25,26017,3,24,B01,T Th   ,12:15 PM - 2:55 PM
581,530,396,34,25,27193,3,20,B01,T Th   ,12:15 PM - 2:55 PM
582,530,396,45,25,25602,3,24,B01,T Th   ,12:15 PM - 2:55 PM
583,530,433,56,54,27132,3,15,B01,T Th   ,12:15 PM - 2:30 PM
584,530,433,56,54,31406,3,15,B02,M W    ,9:00 AM - 11:15 AM
585,530,433,66,54,29079,3,15,B01,M W    ,2:00 PM - 4:15 PM
586,530,433,66,54,29458,3,15,B02,T Th   ,9:25 AM - 11:40 AM
587,530,433,75,54,27392,3,20,B01,T Th   ,9:25 AM - 11:40 AM
588,530,433,86,54,27509,3,20,B01,T Th   ,2:05 PM - 4:20 PM
589,3,9,1,13,21537,3,16,B01,F  ,9:00 AM - 2:00 PM
590,3,9,5,13,19860,3,16,B01,F  ,9:00 AM - 2:00 PM
591,3,9,15,13,25081,3,15,B01,M W    ,1:30 PM - 4:00 PM
592,3,9,25,13,26016,3,24,B01,T Th   ,9:25 AM - 11:55 AM
593,3,9,34,13,27196,3,20,B01,T Th   ,9:25 AM - 11:55 AM
594,3,9,45,13,25620,3,15,B01,T Th   ,9:25 AM - 11:55 AM
595,3,9,56,13,27057,3,15,B01,T Th   ,9:25 AM - 11:40 AM
596,3,9,56,13,31405,3,15,B02,M W    ,1:30 PM - 3:45 PM
597,3,9,66,13,29042,3,15,B01,M W    ,9:00 AM - 11:15 AM
598,3,9,89,13,56241,3,16,B01,M W    ,11:30 AM - 1:45 PM
599,3,149,89,26,56250,3,16,B02,M W    ,4:30 PM - 6:45 PM
600,3,448,66,89,29107,3,15,1,M W    ,9:00 AM - 11:15 AM
601,3,448,66,89,29110,3,15,2,T Th   ,12:15 PM - 2:30 PM
602,4,89,78,26,57077,3,18,B02,T Th   ,12:15 PM - 2:30 PM
603,4,173,1,5,21561,3,15,B01,T Th   ,12:15 PM - 2:45 PM
604,4,250,5,16,19876,3,15,B01,T Th   ,12:15 PM - 2:45 PM
605,4,250,19,16,54508,3,15,B01,T Th   ,3:05 PM - 5:35 PM
606,4,250,89,26,56249,3,16,B01,T Th   ,12:15 PM - 2:30 PM
607,4,396,15,16,25109,3,15,B01,T Th   ,12:15 PM - 2:45 PM
608,4,396,39,16,53443,3,20,B01,T Th   ,9:25 AM - 12:05 PM
609,4,396,49,16,56055,3,20,B01,T Th   ,9:25 AM - 12:05 PM
610,4,396,60,40,54506,3,18,B01,T Th   ,9:25 AM - 12:05 PM
611,4,448,69,26,56144,3,18,B01,T Th   ,3:05 PM - 5:20 PM
612,4,448,69,89,57865,3,16,1,M W    ,4:00 PM - 6:15 PM
613,4,448,78,26,57073,3,18,B01,M W    ,2:00 PM - 4:15 PM
614,238,9,1,59,21538,3,12,B01,M W    ,9:25 AM - 11:55 AM
615,238,9,5,59,19861,3,10,B01,M W    ,9:30 AM - 12:00 PM
616,238,9,15,56,25082,3,12,B01,T Th   ,9:25 AM - 11:55 AM
617,238,9,75,40,27304,3,16,B02,M W    ,2:00 PM - 4:15 PM
618,238,9,86,56,27510,3,20,B01,M W    ,12:40 PM - 2:55 PM
619,238,9,8,59,56990,3,10,B01,M W    ,9:25 AM - 11:55 AM
620,238,9,19,56,52650,3,10,B01,M W    ,9:30 AM - 12:00 PM
621,238,9,29,56,56322,3,18,B01,T Th   ,9:25 AM - 11:55 AM
622,238,9,49,56,56040,3,20,B01,M W    ,9:00 AM - 11:30 AM
623,238,9,60,26,54485,3,18,B01,M W    ,1:30 PM - 4:00 PM
624,238,9,78,89,57076,3,16,1,T Th   ,12:15 PM - 2:30 PM
625,238,149,75,89,27424,3,16,1,T Th   ,3:05 PM - 5:30 PM
626,238,366,25,56,26004,3,20,B01,M W    ,9:00 AM - 11:30 AM
627,238,366,34,56,27211,3,20,B01,T Th   ,9:25 AM - 12:05 PM
628,238,366,39,56,53444,3,20,B01,T Th   ,12:15 PM - 2:55 PM
629,238,366,69,40,56132,3,15,B01,T Th   ,5:30 PM - 7:45 PM
630,238,366,78,40,56990,3,15,B01,M W    ,4:30 PM - 6:45 PM
631,238,448,69,89,57870,3,16,1,M W    ,9:00 AM - 11:15 AM
632,69,521,29,56,56323,3,5,B01,T Th   ,9:25 AM - 11:55 AM
633,645,14,75,40,27352,3,10,B22,M W    ,4:30 PM - 6:45 PM
634,645,14,75,40,31498,3,0,CH2,M W    ,4:30 PM - 6:45 PM
635,645,14,86,65,27512,3,5,B01,M W    ,6:00 PM - 8:15 PM
636,645,14,78,40,57078,3,10,B05,M W    ,7:00 PM - 9:15 PM
637,645,14,89,40,56244,3,10,B12,M W    ,4:30 PM - 6:45 PM
638,645,215,15,59,25095,3,6,B01,M W    ,4:20 PM - 6:50 PM
639,645,234,1,59,21552,3,8,B01,T Th   ,4:20 PM - 6:50 PM
640,645,256,5,59,19872,3,8,B01,T Th   ,4:20 PM - 6:50 PM
641,645,256,8,59,53655,3,8,B01,T Th   ,4:20 PM - 6:40 PM
642,645,308,29,59,56330,3,10,B01,M W    ,5:00 PM - 7:30 PM
643,645,366,25,59,25995,3,6,BX1,T Th   ,9:00 AM - 11:30 AM
644,645,366,34,59,27202,3,15,B5X,T Th   ,12:15 PM - 2:55 PM
645,645,366,45,59,25670,3,15,BX5,T Th   ,12:15 PM - 2:55 PM
646,645,366,56,26,27166,3,15,B05,F  ,1:30 PM - 6:00 PM
647,645,366,66,40,29073,3,15,B13,M W    ,4:30 PM - 6:45 PM
648,645,366,39,59,53435,3,15,BX4,T Th   ,9:25 AM - 12:05 PM
649,645,366,49,59,56051,3,15,B3X,T Th   ,12:15 PM - 2:55 PM
650,645,366,60,26,54502,3,10,B7X,T Th   ,12:15 PM - 2:45 PM
651,645,366,69,40,56133,3,10,B04,M W    ,4:30 PM - 6:45 PM
652,645,366,42,NULL,75836,3,1,I1M,NULL,NULL
653,239,9,5,59,27145,3,1,B01,M W    ,9:30 AM - 12:00 PM
654,239,9,25,59,26005,3,24,BX3,M W    ,9:00 AM - 11:30 AM
655,239,9,34,56,27199,3,10,B2X,M W    ,9:00 AM - 11:30 AM
656,239,9,45,56,25616,3,15,BX2,M W    ,9:00 AM - 11:30 AM
657,239,9,66,40,29065,3,15,B12,T Th   ,12:15 PM - 2:30 PM
658,239,9,86,56,27514,3,5,B01,M W    ,12:40 PM - 2:55 PM
659,239,9,8,59,56992,3,3,1,M W    ,9:25 AM - 11:55 AM
660,239,9,19,56,52652,3,3,B01,M W    ,9:30 AM - 12:00 PM
661,239,9,29,56,60054,3,5,B01,T Th   ,9:25 AM - 11:55 AM
662,239,9,39,56,53425,3,15,BX3,M W    ,9:00 AM - 11:30 AM
663,239,9,69,56,56044,3,15,B03,M W    ,9:00 AM - 11:15 AM
664,239,366,75,40,27382,3,10,B24,T Th   ,5:30 PM - 7:45 PM
665,239,366,49,56,57807,3,20,B5X,T Th   ,9:25 AM - 12:05 PM
666,239,366,60,26,54499,3,10,B6X,T Th   ,9:25 AM - 12:05 PM
667,239,366,89,56,56262,3,10,B13,T Th   ,5:30 PM - 7:45 PM
668,697,9,1,13,21534,3,6,B01,M W    ,12:15 PM - 2:45 PM
669,697,9,5,13,19858,3,6,B01,M W    ,12:30 PM - 3:00 PM
670,697,9,15,13,25090,3,12,B01,M W    ,9:00 AM - 11:30 AM
671,697,9,25,13,26006,3,15,BX4,T Th   ,1:40 PM - 4:10 PM
672,697,9,56,13,27061,3,15,B02,T Th   ,12:15 PM - 2:30 PM
673,697,9,66,13,29043,3,15,B10,T Th   ,9:25 AM - 11:40 AM
674,697,9,75,13,27306,3,15,B20,M W    ,9:00 AM - 11:15 AM
675,697,9,86,13,27515,3,7,B02,T Th   ,2:05 PM - 4:20 PM
676,697,9,8,13,53653,3,6,B01,M W    ,12:15 PM - 2:45 PM
677,697,9,19,13,51499,3,12,B01,M W    ,12:30 PM - 3:00 PM
678,697,9,29,13,56325,3,10,B01,M W    ,9:00 AM - 11:30 AM
679,697,9,39,13,53423,3,20,BX1,T Th   ,1:40 PM - 4:20 PM
680,697,9,49,NULL,56041,3,5,BI1,NULL,NULL
681,697,9,60,13,54491,3,10,B5X,T Th   ,9:25 AM - 11:55 AM
682,697,9,69,13,56027,3,15,B01,T Th   ,9:25 AM - 11:40 AM
683,697,9,78,13,56951,3,15,B01,M W    ,2:00 PM - 4:15 PM
684,697,9,89,13,56237,3,7,B11,M W    ,9:00 AM - 11:15 AM
685,120,9,1,33,21564,3,6,B01,M W    ,4:00 PM - 6:30 PM
686,120,9,5,33,19879,3,6,B01,M W    ,4:00 PM - 6:30 PM
687,120,9,25,33,26007,3,10,BX5,M W    ,2:30 PM - 4:45 PM
688,120,9,34,33,27201,3,15,B4X,M W    ,1:30 PM - 4:00 PM
689,120,9,45,33,25645,3,15,BX4,M W    ,1:30 PM - 4:00 PM
690,120,9,56,33,27071,3,15,B03,M W    ,4:00 PM - 6:15 PM
691,120,9,66,33,29048,3,15,B11,M W    ,2:00 PM - 4:15 PM
692,120,9,75,33,27342,3,10,B21,T Th   ,10:25 AM - 12:40 PM
693,120,9,86,33,27518,3,7,B01,T Th   ,9:50 AM - 12:05 PM
694,120,9,8,33,57132,3,10,B01,M W    ,4:00 PM - 6:30 PM
695,120,9,19,33,52665,3,10,B01,M W    ,4:00 PM - 6:30 PM
696,120,9,29,33,56327,3,10,B01,M W    ,1:30 PM - 4:00 PM
697,120,9,39,33,53424,3,15,BX2,M W    ,2:30 PM - 5:15 PM
698,120,9,49,33,56045,3,10,B2X,M W    ,1:30 PM - 4:00 PM
699,120,9,60,33,54486,3,10,B4X,M W    ,9:00 AM - 11:30 AM
700,120,9,69,33,56040,3,10,B02,M W    ,2:00 PM - 4:15 PM
701,120,9,78,33,56960,3,10,B02,M W    ,4:30 PM - 6:45 PM
702,120,9,89,33,56283,3,7,B17,T Th   ,9:00 AM - 11:15 AM
703,750,89,66,26,29097,3,15,B17,T Th   ,5:30 PM - 7:45 PM
704,750,89,75,26,27357,3,10,B23,T Th   ,12:15 PM - 2:30 PM
705,750,89,89,26,57861,3,12,B18,F  ,1:00 PM - 5:30 PM
706,750,173,1,5,21541,3,15,B01,T Th   ,9:25 AM - 11:55 AM
707,750,173,8,16,53822,3,10,B01,T Th   ,9:25 AM - 11:55 AM
708,750,250,19,16,51605,3,10,B01,T Th   ,12:15 PM - 2:45 PM
709,750,396,25,16,26018,3,20,BX6,T Th   ,9:25 AM - 12:05 PM
710,750,396,34,16,27194,3,20,BX1,T Th   ,9:25 AM - 12:05 PM
711,750,396,45,16,25605,3,20,BX1,T Th   ,9:25 AM - 12:05 PM
712,750,396,29,16,56328,3,10,B01,T Th   ,9:25 AM - 12:05 PM
713,331,308,19,25,58282,3,10,B01,T Th   ,9:25 AM - 11:55 AM
714,331,308,29,25,56331,3,12,B01,T Th   ,9:25 AM - 11:55 AM
715,331,433,34,25,30166,3,10,B1X,T Th   ,3:05 PM - 5:35 PM
716,331,433,45,56,25716,3,15,BX8,T Th   ,3:00 PM - 5:30 PM
717,331,433,56,54,27153,3,15,B06,T Th   ,5:30 PM - 7:45 PM
718,331,433,75,54,27396,3,15,B26,M W    ,11:30 AM - 1:45 PM
719,331,433,86,54,27523,3,10,B06,M W    ,9:50 AM - 12:05 PM
720,331,433,49,56,56065,3,15,B7X,T Th   ,3:00 PM - 5:30 PM
721,331,433,60,54,54480,3,18,B2X,T Th   ,2:45 PM - 5:50 PM
722,331,433,69,54,57901,3,10,B09,T Th   ,12:15 PM - 2:30 PM
723,331,433,80,54,56992,3,15,B1A,T Th   ,9:25 AM - 11:40 AM
